Size	Naive		Strassen	Stra_Impr	Cor1	Cor2
1	0.000001	0.000001	0.000001	1	1
2	0.000000	0.000000	0.000000	1	1
4	0.000001	0.000001	0.000001	1	1
8	0.000003	0.000003	0.000004	1	1
16	0.000021	0.000029	0.000026	1	1
32	0.000162	0.000204	0.000223	1	1
64	0.001343	0.001480	0.001494	1	1
128	0.011565	0.010715	0.011621	1	1
256	0.092135	0.080154	0.077953	1	1
512	0.892581	0.561614	0.559938	1	1
1024	9.885151	4.021006	3.981666	1	1
2048	101.141511	29.380906	28.830076	1	1
